row_index,original_prompt,error_type,error_message,http_status,timestamp
2853,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:13:56.239528
2854,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:13:59.765054
2855,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:14:03.303739
2856,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:14:07.162376
2857,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:14:10.758153
2858,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:14:14.365422
2859,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:14:17.650196
2860,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:14:21.121562
2861,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:14:24.808112
2862,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:14:28.392144
2863,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:14:32.212157
2864,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:14:35.867574
2865,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:14:39.450256
2866,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:14:43.036110
2867,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:14:46.517279
2868,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:14:50.201644
2869,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:14:53.717424
2870,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:14:57.371750
2871,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:15:00.725485
2872,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:15:04.298691
2873,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:15:08.327976
2874,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:15:12.219162
2875,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:15:16.192020
2876,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:15:19.538065
2877,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:15:23.753941
2878,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:15:27.069754
2879,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:15:30.570605
3145,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:27:07.292708
3146,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:27:10.658047
3147,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:27:14.035668
3148,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:27:17.622040
3149,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:27:21.306198
3150,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:27:25.196676
3151,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:27:28.671191
3152,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:27:32.669346
3153,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:27:36.039118
3154,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:27:39.944677
3155,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:27:44.143594
3156,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:27:47.633674
3157,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:27:50.798281
3158,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:27:54.484510
3159,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:27:58.169744
3160,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:28:01.754094
3161,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:28:05.338101
3162,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:28:08.675678
3163,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:28:12.276009
3164,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:28:15.475185
3165,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:28:19.061608
3166,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:28:22.440112
3167,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:28:25.819374
3168,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:28:29.197796
3169,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:28:32.883226
3170,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:28:36.467179
3171,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:28:39.951674
3172,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:28:43.432886
3173,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:28:47.016225
3174,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:28:50.497930
3175,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:28:53.979806
3176,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:28:57.152585
3177,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:29:00.635227
3178,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:29:04.832990
3179,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:29:08.811741
3180,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:29:12.409883
3181,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:29:16.098180
3182,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:29:19.702437
3183,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:29:23.776854
3184,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:29:27.361882
3185,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:29:30.903029
3186,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:29:34.323300
3187,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:29:38.317032
3188,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:29:41.902422
3189,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:29:45.486207
3190,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:29:49.787793
3191,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:29:53.780868
3192,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:29:57.877495
3193,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:30:01.460014
3194,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:30:05.613907
3195,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:30:09.753377
3196,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:30:13.644697
3197,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:30:17.126972
3198,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:30:20.608791
3199,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:30:24.091127
3200,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:30:28.083334
3201,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:30:31.667110
3202,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:30:35.559184
3203,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:30:38.938397
3204,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:30:42.626900
3205,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:30:46.310221
3206,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:30:49.589382
3207,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:30:53.273787
3208,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:30:56.960693
3209,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:31:00.704732
3210,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:31:04.130339
3211,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:31:07.406685
3212,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:31:11.053404
3213,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:31:14.573520
3214,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:31:18.362551
3215,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:31:22.094071
3216,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:31:26.005254
3217,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:31:29.728034
3218,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:31:34.440333
3219,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:31:38.047186
3220,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:31:41.623809
3221,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:31:44.998365
3222,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:31:49.903207
3223,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:31:53.691354
3224,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:31:57.580980
3225,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:32:01.164411
3226,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:32:04.694841
3227,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:32:08.127881
3228,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:32:11.609534
3229,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:32:14.992077
3230,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:32:18.306942
3231,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:32:21.746908
3232,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:32:25.436484
3233,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:32:29.017298
3234,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:32:32.502936
3235,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:32:36.260070
3236,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:32:39.669631
3237,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:32:43.456425
3238,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:32:47.009748
3239,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:32:50.686641
